0,1.0
1,0.7018956057711486
2,0.6908102758964768
3,0.6656588606885123
4,0.5968556765341501
5,0.591015294842205
6,0.5796441829155948
7,0.5638089692219888
8,0.5515481420943034
9,0.5432092451615749
10,0.5382623815334079
11,0.5345533705807473
12,0.5307563774418217
13,0.5265153075113483
14,0.5238125130978845
15,0.5212129461041128
16,0.5185136842924245
17,0.5170740824972062
18,0.5158784547795455
19,0.5150295767994475
20,0.5142430529170339
21,0.513147544287201
22,0.5119233851632055
23,0.5113032757714918
24,0.5111250443204737
25,0.5103397558219549
26,0.5102674908321333
27,0.509469739860371
28,0.5090456391932842
29,0.5092858769797642
