0,7356.633669429517
1,1377.9387324651216
2,1657.908771605129
3,4900.371711150743
4,2385.1686238637776
5,234.96594657117475
6,58.2384786719615
7,59.785119850863566
8,49.45870248672145
9,39.87756354288672
10,78.51326589012751
11,43.43030599421587
12,24.558193308020837
13,21.51062833286437
14,23.247251401473704
15,69.62123558332769
16,26.115083894519785
17,10.879187274719015
18,9.119558916029064
19,7.1437505768301435
20,55.36475528303731
21,18.02886704437052
22,6.684767102410569
23,9.439361047415332
24,5.302741523115628
25,51.75569775313852
26,9.195563341165553
27,15.654558651686386
28,7.175680052320388
29,5.012677239515199
