0,1905.1267217320003
1,157.41661061833162
2,437.72999657649984
3,267.153748928653
4,47.327191137098026
5,49.88946924914946
6,41.735737553912045
7,46.23262958229601
8,50.659651391652005
9,44.433007417944566
10,18.32855762036127
11,13.719897059309606
12,12.106075723344148
13,8.62599351734396
14,8.145378880872062
15,6.267843251342492
16,4.304452465611083
17,8.769680943333478
18,6.110275346519391
19,5.7281670436637455
20,6.803064968031752
21,5.130149872959521
22,7.259775030566196
23,3.014358121196811
24,2.4165116073620965
25,4.018208396312849
26,4.454061376456945
27,3.932245662842945
28,6.508523926247688
29,4.982203594744056
