0,1.0
1,0.6468680606629824
2,0.6218327310793018
3,0.6212045779189089
4,0.5624498066451664
5,0.550343489503148
6,0.5411959785105805
7,0.532529945579923
8,0.5275471370506689
9,0.5223231127251526
10,0.5175954893136916
11,0.5150967185512454
12,0.5126061942927678
13,0.5107223318302431
14,0.5095932120499208
15,0.5080489414442954
16,0.5073420347591985
17,0.5060697259203496
18,0.5050973103022799
19,0.504287967698989
20,0.5038914757489676
21,0.5030285596261163
22,0.5024605677773273
23,0.5019488280260442
24,0.5019870663029061
25,0.5013669877626221
26,0.5017254858637799
27,0.5012507050636719
28,0.5014994242766452
29,0.5007254498818872
