0,1.0
1,0.8019658083528158
2,0.7392779360747406
3,0.7234067235689496
4,0.7032606588911995
5,0.6962913578668798
6,0.5992604657380523
7,0.5935592885227927
8,0.58853156721462
9,0.5845345941933301
10,0.5809335493317358
11,0.5769574509038784
12,0.5735456484427186
13,0.5740853015210905
14,0.5719449357739217
15,0.5719554364731775
16,0.5697045289688332
17,0.5685616106693253
18,0.5680324612240026
19,0.5682945608027952
20,0.5677268101311427
21,0.5667563112076014
22,0.565500472822238
23,0.5649355470678472
24,0.5646276669438038
25,0.5640284809996831
26,0.561327768497982
27,0.5606253531142501
28,0.5590622187557474
29,0.5575085729377074
