0,7481.809164818609
1,809.3806791216666
2,1385.998614872421
3,3308.079152303995
4,5645.196318686008
5,4996.554395184852
6,60.01832487129377
7,75.51473357475425
8,56.02969563380634
9,49.18036338523257
10,69.57787453081983
11,31.39314262129325
12,14.886897397224832
13,16.00723348338215
14,12.74720625590362
15,39.585583463324156
16,8.868443796409395
17,6.619314155369068
18,4.177288487599583
19,3.5401907545776936
20,27.782977569590003
21,7.378809229659339
22,8.249390247603205
23,4.152327918896447
24,7.450031289210756
25,36.30560800485546
26,11.763294401212136
27,20.945888020156417
28,12.514430179119302
29,23.876785976427527
